league,season,date,year,month,day,time,score,home_team,away_team,home_formation,away_formation,venue,referee,file_path
italy_serie-a,2019-2020,2020-01-26,2020,01,26,01:00,1 - 1,AS Roma,Lazio,4 - 2 - 3 - 1,3 - 5 - 2,Stadio Olimpico (Rome),Gianpaolo Calvarese,database/Game_dataset/italy_serie-a_2019-2020/2020-01-26_as-roma-ss-lazio-serie-a-2019-2020/2020-01-27_AS_Roma_1-1_Lazio_Io4kQNPK.json
italy_serie-a,2019-2020,2020-01-26,2020,01,26,03:45,2 - 1,Napoli,Juventus,4 - 3 - 3,4 - 3 - 1 - 2,Stadio Diego Armando Maradona (Naples),Maurizio Mariani,database/Game_dataset/italy_serie-a_2019-2020/2020-01-26_ssc-napoli-juventus-fc-serie-a-2019-2020/2020-01-27_Napoli_2-1_Juventus_lCaoR3AE.json
italy_serie-a,2019-2020,2020-02-02,2020,02,02,19:30,3 - 0,Juventus,Fiorentina,4 - 3 - 3,3 - 5 - 2,Allianz Stadium (Turin),Fabrizio Pasqua,database/Game_dataset/italy_serie-a_2019-2020/2020-02-02_juventus-fc-acf-fiorentina-serie-a-2019-2020/2020-02-02_Juventus_3-0_Fiorentina_4rxwHJn7.json
italy_serie-a,2019-2020,2020-02-02,2020,02,02,22:00,1 - 1,AC Milan,Verona,4 - 4 - 2,3 - 4 - 2 - 1,Stadio Giuseppe Meazza (San Siro) (Milan),Daniele Chiffi,database/Game_dataset/italy_serie-a_2019-2020/2020-02-02_ac-milan-hellas-verona-serie-a/2020-02-02_AC_Milan_1-1_Verona_dxPOvNvE.json
italy_serie-a,2019-2020,2020-02-02,2020,02,02,22:00,5 - 1,Lazio,Spal,3 - 5 - 2,3 - 5 - 2,Stadio Olimpico (Rome),Antonio Giua,database/Game_dataset/italy_serie-a_2019-2020/2020-02-02_ss-lazio-s-p-a-l-2013-serie-a/2020-02-02_Lazio_5-1_Spal_tU27Wbnf.json
italy_serie-a,2019-2020,2020-02-03,2020,02,03,03:45,2 - 4,Sampdoria,Napoli,4 - 1 - 2 - 1 - 2,4 - 3 - 3,Stadio Luigi Ferraris (Genoa),,database/Game_dataset/italy_serie-a_2019-2020/2020-02-03_uc-sampdoria-ssc-napoli-serie-a-2019-2020/2020-02-04_Sampdoria_2-4_Napoli_h4IXx19Q.json
italy_serie-a,2019-2020,2020-02-08,2020,02,08,03:45,2 - 1,Verona,Juventus,3 - 4 - 2 - 1,4 - 3 - 3,Stadio Marc'Antonio Bentegodi (Verona),Davide Massa,database/Game_dataset/italy_serie-a_2019-2020/2020-02-08_hellas-verona-juventus-fc-serie-a/2020-02-09_Verona_2-1_Juventus_nRw7i0OJ.json
italy_serie-a,2019-2020,2020-02-16,2020,02,16,03:45,2 - 1,Lazio,Inter,3 - 5 - 2,3 - 5 - 2,Stadio Olimpico (Rome),Gianluca Rocchi,database/Game_dataset/italy_serie-a_2019-2020/2020-02-16_ss-lazio-fc-internazionale-serie-a-2019-2020/2020-02-17_Lazio_2-1_Inter_M13FacGt.json
italy_serie-a,2019-2020,2020-03-01,2020,03,01,22:00,2 - 7,Lecce,Atalanta,4 - 3 - 2 - 1,3 - 4 - 1 - 2,Stadio Via del Mare (Lecce),Davide Massa,database/Game_dataset/italy_serie-a_2019-2020/2020-03-01_us-lecce-atalanta-bc/2020-03-01_Lecce_2-7_Atalanta_Uo3vjpqp.json
italy_serie-a,2019-2020,2020-03-01,2020,03,01,01:00,3 - 4,Cagliari,AS Roma,4 - 3 - 2 - 1,4 - 2 - 3 - 1,Unipol Domus (Cagliari),Marco Di Bello,database/Game_dataset/italy_serie-a_2019-2020/2020-03-01_cagliari-calcio-as-roma-serie-a/2020-03-02_Cagliari_3-4_AS_Roma_Ycno9PkM.json
italy_serie-a,2019-2020,2020-03-08,2020,03,08,22:00,1 - 2,AC Milan,Genoa,4 - 2 - 3 - 1,3 - 5 - 2,Stadio Giuseppe Meazza (San Siro) (Milan),Daniele Doveri,database/Game_dataset/italy_serie-a_2019-2020/2020-03-08_ac-milan-genoa-cfc-serie-a/2020-03-08_AC_Milan_1-2_Genoa_r9gYBR53.json
italy_serie-a,2019-2020,2020-03-08,2020,03,08,03:45,2 - 0,Juventus,Inter,4 - 3 - 3,3 - 5 - 2,Allianz Stadium (Turin),Marco Guida,database/Game_dataset/italy_serie-a_2019-2020/2020-03-08_juventus-fc-fc-internazionale-serie-a-2019-2020/2020-03-09_Juventus_2-0_Inter_vymsA5zG.json
italy_serie-a,2019-2020,2020-07-04,2020,07,04,23:15,4 - 1,Juventus,Torino,4 - 3 - 3,3 - 4 - 2 - 1,Allianz Stadium (Turin),Fabio Maresca,database/Game_dataset/italy_serie-a_2019-2020/2020-07-04_juventus-fc-torino-fc-serie-a-2019-2020/2020-07-04_Juventus_4-1_Torino_xhrbPdcH.json
italy_serie-a,2019-2020,2020-07-04,2020,07,04,03:45,0 - 3,Lazio,AC Milan,3 - 5 - 2,4 - 2 - 3 - 1,Stadio Olimpico (Rome),Gianpaolo Calvarese,database/Game_dataset/italy_serie-a_2019-2020/2020-07-04_ss-lazio-ac-milan-serie-a-2019-2020/2020-07-05_Lazio_0-3_AC_Milan_lWkoSbDb.json
italy_serie-a,2019-2020,2020-07-07,2020,07,07,01:30,2 - 1,Lecce,Lazio,4 - 3 - 1 - 2,3 - 5 - 2,Stadio Via del Mare (Lecce),Fabio Maresca,database/Game_dataset/italy_serie-a_2019-2020/2020-07-07_us-lecce-ss-lazio/2020-07-08_Lecce_2-1_Lazio_2ZFKtbSi.json
italy_serie-a,2019-2020,2020-07-07,2020,07,07,03:45,4 - 2,AC Milan,Juventus,4 - 2 - 3 - 1,4 - 3 - 3,Stadio Giuseppe Meazza (San Siro) (Milan),Marco Guida,database/Game_dataset/italy_serie-a_2019-2020/2020-07-07_ac-milan-juventus-fc-serie-a-2019-2020/2020-07-08_AC_Milan_4-2_Juventus_lWBGsvDo.json
italy_serie-a,2019-2020,2020-07-23,2020,07,23,01:30,2 - 1,Udinese,Juventus,3 - 5 - 2,4 - 3 - 3,Bluenergy Stadium - Stadio Friuli (Udine),Massimiliano Irrati,database/Game_dataset/italy_serie-a_2019-2020/2020-07-23_udinese-juventus-fc-serie-a-2019-2020/2020-07-24_Udinese_2-1_Juventus_SCBQCM8m.json
italy_serie-a,2019-2020,2020-07-23,2020,07,23,03:45,2 - 1,Lazio,Cagliari,3 - 5 - 2,3 - 5 - 2,Stadio Olimpico (Rome),Marco Piccinini,database/Game_dataset/italy_serie-a_2019-2020/2020-07-23_ss-lazio-cagliari-calcio/2020-07-24_Lazio_2-1_Cagliari_IoGFfugJ.json
italy_serie-a,2019-2020,2020-07-28,2020,07,28,03:45,2 - 0,Inter,Napoli,3 - 4 - 1 - 2,4 - 3 - 3,Stadio Giuseppe Meazza (San Siro) (Milan),Paolo Valeri,database/Game_dataset/italy_serie-a_2019-2020/2020-07-28_fc-internazionale-ssc-napoli-serie-a-2019-2020/2020-07-29_Inter_2-0_Napoli_zLuhL5I4.json
italy_serie-a,2019-2020,2020-07-29,2020,07,29,01:30,1 - 2,Udinese,Lecce,3 - 5 - 2,4 - 3 - 2 - 1,Bluenergy Stadium - Stadio Friuli (Udine),Daniele Orsato,database/Game_dataset/italy_serie-a_2019-2020/2020-07-29_udinese-us-lecce/2020-07-30_Udinese_1-2_Lecce_vgnqNRmh.json
italy_serie-a,2019-2020,2020-07-29,2020,07,29,03:45,2 - 0,Cagliari,Juventus,3 - 4 - 1 - 2,4 - 3 - 3,Unipol Domus (Cagliari),Davide Ghersini,database/Game_dataset/italy_serie-a_2019-2020/2020-07-29_cagliari-calcio-juventus-fc-serie-a-2019-2020/2020-07-30_Cagliari_2-0_Juventus_pWnuO7Yo.json
italy_serie-a,2019-2020,2020-08-02,2020,08,02,02:45,3 - 4,Lecce,Parma,4 - 3 - 2 - 1,4 - 3 - 1 - 2,Stadio Via del Mare (Lecce),Maurizio Mariani,database/Game_dataset/italy_serie-a_2019-2020/2020-08-02_us-lecce-parma-calcio/2020-08-03_Lecce_3-4_Parma_lSyTMIg9.json
italy_serie-a,2020-2021,2020-09-19,2020,09,19,02:45,3 - 0,Verona,AS Roma,3 - 4 - 2 - 1,3 - 4 - 2 - 1,Stadio Marc'Antonio Bentegodi (Verona),Daniele Chiffi,database/Game_dataset/italy_serie-a_2020-2021/2020-09-19_hellas-verona-as-roma-serie-a/2020-09-20_Verona_3-0_AS_Roma_htMuKMqK.json
italy_serie-a,2020-2021,2020-09-20,2020,09,20,02:45,3 - 0,Juventus,Sampdoria,3 - 4 - 1 - 2,4 - 5 - 1,Allianz Stadium (Turin),Marco Piccinini,database/Game_dataset/italy_serie-a_2020-2021/2020-09-20_juventus-fc-uc-sampdoria-serie-a-2020-2021/2020-09-21_Juventus_3-0_Sampdoria_8hnx01hl.json
italy_serie-a,2020-2021,2020-09-26,2020,09,26,00:00,2 - 3,Sampdoria,Benevento,4 - 4 - 2,4 - 3 - 2 - 1,Stadio Luigi Ferraris (Genoa),,database/Game_dataset/italy_serie-a_2020-2021/2020-09-26_uc-sampdoria-benevento-calcio/2020-09-27_Sampdoria_2-3_Benevento_fk2xSgmd.json
italy_serie-a,2020-2021,2020-09-26,2020,09,26,02:45,4 - 3,Inter,Fiorentina,3 - 4 - 1 - 2,3 - 5 - 2,Stadio Giuseppe Meazza (San Siro) (Milan),Gianpaolo Calvarese,database/Game_dataset/italy_serie-a_2020-2021/2020-09-26_fc-internazionale-acf-fiorentina-serie-a-2020-2021/2020-09-27_Inter_4-3_Fiorentina_QHM1orlH.json
italy_serie-a,2020-2021,2020-09-27,2020,09,27,02:45,2 - 2,AS Roma,Juventus,3 - 4 - 2 - 1,3 - 4 - 1 - 2,Stadio Olimpico (Rome),Marco Di Bello,database/Game_dataset/italy_serie-a_2020-2021/2020-09-27_as-roma-juventus-fc-serie-a-2020-2021/2020-09-28_AS_Roma_2-2_Juventus_d4qZSZXk.json
italy_serie-a,2020-2021,2020-10-04,2020,10,04,21:00,1 - 0,Benevento,Bologna,4 - 3 - 2 - 1,4 - 5 - 1,Stadio Ciro Vigorito (Benevento),Simone Sozza,database/Game_dataset/italy_serie-a_2020-2021/2020-10-04_benevento-calcio-bologna-fc-serie-a/2020-10-04_Benevento_1-0_Bologna_QZXymePL.json
italy_serie-a,2020-2021,2020-10-17,2020,10,17,21:00,4 - 1,Napoli,Atalanta,4 - 2 - 3 - 1,3 - 4 - 2 - 1,Stadio Diego Armando Maradona (Naples),,database/Game_dataset/italy_serie-a_2020-2021/2020-10-17_ssc-napoli-atalanta-bc-serie-a-2020-2021/2020-10-17_Napoli_4-1_Atalanta_dv0rfCWl.json
italy_serie-a,2020-2021,2020-10-17,2020,10,17,00:00,1 - 2,Inter,AC Milan,3 - 4 - 1 - 2,4 - 2 - 3 - 1,Stadio Giuseppe Meazza (San Siro) (Milan),Maurizio Mariani,database/Game_dataset/italy_serie-a_2020-2021/2020-10-17_fc-internazionale-ac-milan-serie-a-2020-2021/2020-10-18_Inter_1-2_AC_Milan_EFAwehHr.json
italy_serie-a,2020-2021,2020-11-01,2020,11,01,19:30,1 - 2,Udinese,AC Milan,3 - 5 - 2,4 - 2 - 3 - 1,Bluenergy Stadium - Stadio Friuli (Udine),Marco Di Bello,database/Game_dataset/italy_serie-a_2020-2021/2020-11-01_udinese-ac-milan-serie-a/2020-11-01_Udinese_1-2_AC_Milan_Cn0ZM16h.json
italy_serie-a,2020-2021,2020-11-01,2020,11,01,22:00,1 - 4,Spezia,Juventus,4 - 3 - 3,3 - 5 - 2,Stadio Alberto Picco (La Spezia),Rosario Abisso,database/Game_dataset/italy_serie-a_2020-2021/2020-11-01_spezia-calcio-juventus-fc-serie-a/2020-11-01_Spezia_1-4_Juventus_4MdRONyt.json
italy_serie-a,2020-2021,2020-11-08,2020,11,08,19:30,1 - 1,Lazio,Juventus,3 - 5 - 2,4 - 4 - 2,Stadio Olimpico (Rome),Davide Massa,database/Game_dataset/italy_serie-a_2020-2021/2020-11-08_ss-lazio-juventus-fc-serie-a-2020-2021/2020-11-08_Lazio_1-1_Juventus_2wfJCHro.json
italy_serie-a,2020-2021,2020-11-21,2020,11,21,03:45,2 - 0,Juventus,Cagliari,4 - 4 - 2,4 - 2 - 3 - 1,Allianz Stadium (Turin),Fabio Maresca,database/Game_dataset/italy_serie-a_2020-2021/2020-11-21_juventus-fc-cagliari-calcio-serie-a/2020-11-22_Juventus_2-0_Cagliari_vZoUUG4T.json
italy_serie-a,2020-2021,2020-11-28,2020,11,28,01:00,1 - 1,Benevento,Juventus,4 - 3 - 2 - 1,4 - 4 - 2,Stadio Ciro Vigorito (Benevento),Fabrizio Pasqua,database/Game_dataset/italy_serie-a_2020-2021/2020-11-28_benevento-calcio-juventus-fc-serie-a/2020-11-29_Benevento_1-1_Juventus_Ye73qGJM.json
italy_serie-a,2020-2021,2020-11-29,2020,11,29,03:45,4 - 0,Napoli,AS Roma,4 - 2 - 3 - 1,3 - 4 - 2 - 1,Stadio Diego Armando Maradona (Naples),,database/Game_dataset/italy_serie-a_2020-2021/2020-11-29_ssc-napoli-as-roma-serie-a-2020-2021/2020-11-30_Napoli_4-0_AS_Roma_jXwUay43.json
italy_serie-a,2020-2021,2020-12-05,2020,12,05,01:00,2 - 1,Juventus,Torino,4 - 4 - 2,3 - 5 - 2,Allianz Stadium (Turin),,database/Game_dataset/italy_serie-a_2020-2021/2020-12-05_juventus-fc-torino-fc-serie-a-2020-2021/2020-12-06_Juventus_2-1_Torino_vcCHjXQk.json
italy_serie-a,2020-2021,2020-12-13,2020,12,13,22:00,2 - 1,Napoli,Sampdoria,4 - 2 - 3 - 1,4 - 4 - 1 - 1,Stadio Diego Armando Maradona (Naples),,database/Game_dataset/italy_serie-a_2020-2021/2020-12-13_ssc-napoli-uc-sampdoria-serie-a-2020-2021/2020-12-13_Napoli_2-1_Sampdoria_04GpdEKP.json
italy_serie-a,2020-2021,2020-12-13,2020,12,13,01:00,1 - 3,Genoa,Juventus,4 - 4 - 2,4 - 4 - 2,Stadio Luigi Ferraris (Genoa),Marco Di Bello,database/Game_dataset/italy_serie-a_2020-2021/2020-12-13_genoa-cfc-juventus-fc-serie-a-2020-2021/2020-12-14_Genoa_1-3_Juventus_dzQfZjDC.json
italy_serie-a,2020-2021,2020-12-15,2020,12,15,03:45,1 - 1,Benevento,Lazio,4 - 3 - 2 - 1,3 - 5 - 2,Stadio Ciro Vigorito (Benevento),Luca Pairetto,database/Game_dataset/italy_serie-a_2020-2021/2020-12-15_benevento-calcio-ss-lazio/2020-12-16_Benevento_1-1_Lazio_EBdLkCcg.json
italy_serie-a,2020-2021,2020-12-16,2020,12,16,01:30,1 - 1,Juventus,Atalanta,4 - 4 - 2,3 - 4 - 1 - 2,Allianz Stadium (Turin),,database/Game_dataset/italy_serie-a_2020-2021/2020-12-16_juventus-fc-atalanta-bc-serie-a-2020-2021/2020-12-17_Juventus_1-1_Atalanta_dflxnUdI.json
italy_serie-a,2020-2021,2020-12-19,2020,12,19,03:45,0 - 4,Parma,Juventus,4 - 3 - 1 - 2,3 - 5 - 2,Stadio Ennio Tardini (Parma),Gianpaolo Calvarese,database/Game_dataset/italy_serie-a_2020-2021/2020-12-19_parma-calcio-juventus-fc-serie-a-2020-2021/2020-12-20_Parma_0-4_Juventus_8ncTIARu.json
italy_serie-a,2020-2021,2021-01-03,2021,01,03,03:45,4 - 1,Juventus,Udinese,4 - 4 - 2,3 - 5 - 2,Allianz Stadium (Turin),Piero Giacomelli,database/Game_dataset/italy_serie-a_2020-2021/2021-01-03_juventus-fc-udinese-serie-a-2020-2021/2021-01-04_Juventus_4-1_Udinese_rqxiUbW8.json
italy_serie-a,2020-2021,2021-01-06,2021,01,06,22:00,2 - 1,Sampdoria,Inter,4 - 4 - 2,3 - 5 - 2,Stadio Luigi Ferraris (Genoa),Paolo Valeri,database/Game_dataset/italy_serie-a_2020-2021/2021-01-06_uc-sampdoria-fc-internazionale-serie-a-2020-2021/2021-01-06_Sampdoria_2-1_Inter_dAt9zzgr.json
italy_serie-a,2020-2021,2021-01-06,2021,01,06,03:45,1 - 3,AC Milan,Juventus,4 - 2 - 3 - 1,4 - 4 - 2,Stadio Giuseppe Meazza (San Siro) (Milan),Massimiliano Irrati,database/Game_dataset/italy_serie-a_2020-2021/2021-01-06_ac-milan-juventus-fc-serie-a-2020-2021/2021-01-07_AC_Milan_1-3_Juventus_pW0YtxGE.json
italy_serie-a,2020-2021,2021-01-10,2021,01,10,03:45,3 - 1,Juventus,Sassuolo,4 - 4 - 2,4 - 2 - 3 - 1,Allianz Stadium (Turin),Davide Massa,database/Game_dataset/italy_serie-a_2020-2021/2021-01-10_juventus-fc-us-sassuolo-serie-a-2020-2021/2021-01-11_Juventus_3-1_Sassuolo_hdQBfepE.json
italy_serie-a,2020-2021,2021-01-17,2021,01,17,19:30,6 - 0,Napoli,Fiorentina,4 - 2 - 3 - 1,3 - 4 - 2 - 1,Stadio Diego Armando Maradona (Naples),Daniele Chiffi,database/Game_dataset/italy_serie-a_2020-2021/2021-01-17_ssc-napoli-acf-fiorentina-serie-a-2020-2021/2021-01-17_Napoli_6-0_Fiorentina_nZ5L0W6m.json
italy_serie-a,2020-2021,2021-01-24,2021,01,24,22:00,3 - 1,Verona,Napoli,3 - 4 - 2 - 1,4 - 2 - 3 - 1,Stadio Marc'Antonio Bentegodi (Verona),Michael Fabbri,database/Game_dataset/italy_serie-a_2020-2021/2021-01-24_hellas-verona-ssc-napoli-serie-a-2020-2021/2021-01-24_Verona_3-1_Napoli_tKmMduCT.json
italy_serie-a,2020-2021,2021-01-31,2021,01,31,22:00,1 - 3,Atalanta,Lazio,3 - 4 - 1 - 2,3 - 5 - 2,Gewiss Stadium (Bergamo),Daniele Chiffi,database/Game_dataset/italy_serie-a_2020-2021/2021-01-31_atalanta-bc-ss-lazio-serie-a-2020-2021/2021-01-31_Atalanta_1-3_Lazio_MX7tbk83.json
italy_serie-a,2020-2021,2021-02-06,2021,02,06,03:45,2 - 1,Genoa,Napoli,3 - 5 - 2,4 - 3 - 3,Stadio Luigi Ferraris (Genoa),Gianluca Manganiello,database/Game_dataset/italy_serie-a_2020-2021/2021-02-06_genoa-cfc-ssc-napoli-serie-a-2020-2021/2021-02-07_Genoa_2-1_Napoli_84bGASi9.json
italy_serie-a,2020-2021,2021-02-13,2021,02,13,01:00,1 - 0,Napoli,Juventus,4 - 2 - 3 - 1,4 - 4 - 2,Stadio Diego Armando Maradona (Naples),Daniele Doveri,database/Game_dataset/italy_serie-a_2020-2021/2021-02-13_ssc-napoli-juventus-fc-serie-a-2020-2021/2021-02-14_Napoli_1-0_Juventus_8OQ1MPjL.json
italy_serie-a,2020-2021,2021-02-13,2021,02,13,03:45,2 - 0,Spezia,AC Milan,4 - 3 - 3,4 - 2 - 3 - 1,Stadio Alberto Picco (La Spezia),Daniele Chiffi,database/Game_dataset/italy_serie-a_2020-2021/2021-02-13_spezia-calcio-ac-milan/2021-02-14_Spezia_2-0_AC_Milan_hd2YG3Er.json
italy_serie-a,2020-2021,2021-02-14,2021,02,14,03:45,3 - 1,Inter,Lazio,3 - 5 - 2,3 - 5 - 2,Stadio Giuseppe Meazza (San Siro) (Milan),Michael Fabbri,database/Game_dataset/italy_serie-a_2020-2021/2021-02-14_fc-internazionale-ss-lazio-serie-a-2020-2021/2021-02-15_Inter_3-1_Lazio_jmG6Lq6R.json
italy_serie-a,2020-2021,2021-02-21,2021,02,21,01:00,4 - 2,Atalanta,Napoli,3 - 4 - 1 - 2,4 - 2 - 3 - 1,Gewiss Stadium (Bergamo),,database/Game_dataset/italy_serie-a_2020-2021/2021-02-21_atalanta-bc-ssc-napoli-d7d5b05a-aa91-4152-a849-762649efc520/2021-02-22_Atalanta_4-2_Napoli_rq05Jdzs.json
italy_serie-a,2020-2021,2021-02-28,2021,02,28,03:45,1 - 2,AS Roma,AC Milan,3 - 4 - 2 - 1,4 - 2 - 3 - 1,Stadio Olimpico (Rome),Marco Guida,database/Game_dataset/italy_serie-a_2020-2021/2021-02-28_as-roma-ac-milan-serie-a-2020-2021/2021-03-01_AS_Roma_1-2_AC_Milan_8QieSiJB.json
italy_serie-a,2020-2021,2021-03-03,2021,03,03,03:45,1 - 1,AC Milan,Udinese,4 - 2 - 3 - 1,3 - 5 - 1 - 1,Stadio Giuseppe Meazza (San Siro) (Milan),Davide Massa,database/Game_dataset/italy_serie-a_2020-2021/2021-03-03_ac-milan-udinese-serie-a-2020-2021/2021-03-04_AC_Milan_1-1_Udinese_UZvdcCIo.json
italy_serie-a,2020-2021,2021-03-06,2021,03,06,03:45,3 - 1,Juventus,Lazio,4 - 4 - 2,3 - 5 - 2,Allianz Stadium (Turin),Davide Massa,database/Game_dataset/italy_serie-a_2020-2021/2021-03-06_juventus-fc-ss-lazio-serie-a-2020-2021/2021-03-07_Juventus_3-1_Lazio_AXrOjS1T.json
italy_serie-a,2020-2021,2021-03-14,2021,03,14,01:00,1 - 3,Cagliari,Juventus,3 - 5 - 2,4 - 4 - 2,Unipol Domus (Cagliari),Gianpaolo Calvarese,database/Game_dataset/italy_serie-a_2020-2021/2021-03-14_cagliari-calcio-juventus-fc-serie-a-2020-2021/2021-03-15_Cagliari_1-3_Juventus_M9XMluWr.json
italy_serie-a,2020-2021,2021-03-14,2021,03,14,03:45,0 - 1,AC Milan,Napoli,4 - 2 - 3 - 1,4 - 2 - 3 - 1,Stadio Giuseppe Meazza (San Siro) (Milan),Fabrizio Pasqua,database/Game_dataset/italy_serie-a_2020-2021/2021-03-14_ac-milan-ssc-napoli-serie-a-2020-2021/2021-03-15_AC_Milan_0-1_Napoli_4YMRmaok.json
italy_serie-a,2020-2021,2021-03-21,2021,03,21,22:00,0 - 1,Juventus,Benevento,4 - 4 - 2,3 - 5 - 2,Allianz Stadium (Turin),Rosario Abisso,database/Game_dataset/italy_serie-a_2020-2021/2021-03-21_juventus-fc-benevento-calcio-serie-a/2021-03-21_Juventus_0-1_Benevento_xbXQ6vhR.json
italy_serie-a,2020-2021,2021-03-21,2021,03,21,01:00,2 - 3,Fiorentina,AC Milan,4 - 4 - 2,4 - 2 - 3 - 1,Stadio Artemio Franchi (Florence),Marco Guida,database/Game_dataset/italy_serie-a_2020-2021/2021-03-21_acf-fiorentina-ac-milan-serie-a-2020-2021/2021-03-22_Fiorentina_2-3_AC_Milan_CK1AbGa7.json
italy_serie-a,2020-2021,2021-03-21,2021,03,21,03:45,0 - 2,AS Roma,Napoli,3 - 4 - 2 - 1,4 - 2 - 3 - 1,Stadio Olimpico (Rome),,database/Game_dataset/italy_serie-a_2020-2021/2021-03-21_as-roma-ssc-napoli-serie-a-2020-2021/2021-03-22_AS_Roma_0-2_Napoli_A5KDczFD.json
italy_serie-a,2020-2021,2021-04-03,2021,04,03,00:00,2 - 2,Torino,Juventus,3 - 1 - 4 - 2,4 - 4 - 2,Stadio Olimpico di Torino (Turin),Michael Fabbri,database/Game_dataset/italy_serie-a_2020-2021/2021-04-03_torino-fc-juventus-fc-serie-a-2020-2021/2021-04-04_Torino_2-2_Juventus_U9ivEeaf.json
italy_serie-a,2020-2021,2021-04-17,2021,04,17,02:45,4 - 3,Cagliari,Parma,3 - 5 - 2,4 - 3 - 3,Unipol Domus (Cagliari),Paolo Valeri,database/Game_dataset/italy_serie-a_2020-2021/2021-04-17_cagliari-calcio-parma-calcio/2021-04-18_Cagliari_4-3_Parma_vqs2LbOH.json
italy_serie-a,2020-2021,2021-04-18,2021,04,18,21:00,5 - 3,Lazio,Benevento,3 - 5 - 2,4 - 3 - 2 - 1,Stadio Olimpico (Rome),Davide Ghersini,database/Game_dataset/italy_serie-a_2020-2021/2021-04-18_ss-lazio-benevento-calcio/2021-04-18_Lazio_5-3_Benevento_nF9kQM9n.json
italy_serie-a,2020-2021,2021-04-18,2021,04,18,21:00,1 - 0,Atalanta,Juventus,3 - 4 - 1 - 2,4 - 4 - 2,Gewiss Stadium (Bergamo),Daniele Orsato,database/Game_dataset/italy_serie-a_2020-2021/2021-04-18_atalanta-bc-juventus-fc-serie-a-2020-2021/2021-04-18_Atalanta_1-0_Juventus_0hrbMv9B.json
italy_serie-a,2020-2021,2021-04-21,2021,04,21,00:30,1 - 2,AC Milan,Sassuolo,4 - 2 - 3 - 1,4 - 2 - 3 - 1,Stadio Giuseppe Meazza (San Siro) (Milan),,database/Game_dataset/italy_serie-a_2020-2021/2021-04-21_ac-milan-us-sassuolo-serie-a/2021-04-22_AC_Milan_1-2_Sassuolo_Y3BavDUd.json
italy_serie-a,2020-2021,2021-04-21,2021,04,21,02:45,0 - 1,Udinese,Cagliari,3 - 5 - 2,3 - 5 - 2,Bluenergy Stadium - Stadio Friuli (Udine),Marco Guida,database/Game_dataset/italy_serie-a_2020-2021/2021-04-21_udinese-cagliari-calcio/2021-04-22_Udinese_0-1_Cagliari_GSvZNipG.json
italy_serie-a,2020-2021,2021-04-22,2021,04,22,02:45,5 - 2,Napoli,Lazio,4 - 2 - 3 - 1,3 - 5 - 2,Stadio Diego Armando Maradona (Naples),,database/Game_dataset/italy_serie-a_2020-2021/2021-04-22_ssc-napoli-ss-lazio-serie-a-2020-2021/2021-04-23_Napoli_5-2_Lazio_OYT8HkNq.json
italy_serie-a,2020-2021,2021-04-24,2021,04,24,00:00,3 - 4,Parma,Crotone,4 - 3 - 3,3 - 5 - 2,Stadio Ennio Tardini (Parma),Antonio Rapuano,database/Game_dataset/italy_serie-a_2020-2021/2021-04-24_parma-calcio-fc-crotone/2021-04-25_Parma_3-4_Crotone_Gn3GzVTL.json
italy_serie-a,2020-2021,2021-04-25,2021,04,25,21:00,1 - 1,Fiorentina,Juventus,3 - 5 - 2,3 - 5 - 2,Stadio Artemio Franchi (Florence),Davide Massa,database/Game_dataset/italy_serie-a_2020-2021/2021-04-25_acf-fiorentina-juventus-fc-serie-a-2020-2021/2021-04-25_Fiorentina_1-1_Juventus_fw2KZlqS.json
italy_serie-a,2020-2021,2021-04-25,2021,04,25,00:00,3 - 2,Cagliari,AS Roma,3 - 4 - 1 - 2,3 - 4 - 2 - 1,Unipol Domus (Cagliari),Massimiliano Irrati,database/Game_dataset/italy_serie-a_2020-2021/2021-04-25_cagliari-calcio-as-roma-d6f59073-ed13-4300-8d57-1698d8e73a7a/2021-04-26_Cagliari_3-2_AS_Roma_8preTnMe.json
italy_serie-a,2020-2021,2021-04-26,2021,04,26,02:45,3 - 0,Lazio,AC Milan,3 - 5 - 2,4 - 2 - 3 - 1,Stadio Olimpico (Rome),Daniele Orsato,database/Game_dataset/italy_serie-a_2020-2021/2021-04-26_ss-lazio-ac-milan-serie-a-2020-2021/2021-04-27_Lazio_3-0_AC_Milan_0KvmV8iq.json
italy_serie-a,2020-2021,2021-05-02,2021,05,02,18:30,4 - 3,Lazio,Genoa,3 - 5 - 2,3 - 5 - 2,Stadio Olimpico (Rome),Piero Giacomelli,database/Game_dataset/italy_serie-a_2020-2021/2021-05-02_ss-lazio-genoa-cfc/2021-05-02_Lazio_4-3_Genoa_nkMXt6je.json
italy_serie-a,2020-2021,2021-05-02,2021,05,02,21:00,3 - 3,Bologna,Fiorentina,3 - 4 - 2 - 1,3 - 5 - 2,Stadio Renato Dall'Ara (Bologna),Federico Dionisi,database/Game_dataset/italy_serie-a_2020-2021/2021-05-02_bologna-fc-acf-fiorentina/2021-05-02_Bologna_3-3_Fiorentina_8bNTsnyk.json
